transaction_hash,block_number,date,asset_id,seller,buyer,maker,taker,sale_price_eth,sale_price_usd
0xaa0886a075bbb12a7b4c2396de162358830d7a0d156b23c859b52f88ef46cfd3,14471228,2022-03-27,17452,0xd40e5fca6130c58d75824dc2e3aedf88c5274813,0x7f9806b2ef99bf973bc12a487cac784b00730a11,0xd40e5fca6130c58d75824dc2e3aedf88c5274813,0x7f9806b2ef99bf973bc12a487cac784b00730a11,18.0,56535.762789115935
0xb26d28d57a1238feaf808e2ca29b8fe1e531b4a3c70c6a4e9b916318e3493d3d,14471175,2022-03-27,17264,0x8b4ad8680a98b3dc0210eb4f21a69124211346e5,0xc4b660e6b510d8626df4d81d838b84d73b561d4e,0x8b4ad8680a98b3dc0210eb4f21a69124211346e5,0xc4b660e6b510d8626df4d81d838b84d73b561d4e,14.9,46799.04808654597
0xe40febb355a736c10da856f21adf66dde3642f47354f1b739e1f7f65d0aee1b7,14471085,2022-03-27,17898,0x0a758c20b11d51e18b061e3b5444f79ee0aa67f6,0x8ad52c3ab4233341f7a5b25dd0ebc4dcc26c53ee,0x0a758c20b11d51e18b061e3b5444f79ee0aa67f6,0x8ad52c3ab4233341f7a5b25dd0ebc4dcc26c53ee,55.0,172748.16407785425
0x83683a257b5490b1d4742023e27588ac3728076259ea9a72a484d62267211816,14470999,2022-03-27,11345,0xabfa1be33be0bd04d2f08dfd2691b2a313b7dac4,0x4df323b13f3d39183b6e40573600c10ea2f4ed57,0xabfa1be33be0bd04d2f08dfd2691b2a313b7dac4,0x4df323b13f3d39183b6e40573600c10ea2f4ed57,14.9,46799.04808654597
0x61b7dac2d87046eed6b35efef11a5b4f3364fcb16d3b28553c862f12e499eb8a,14470835,2022-03-27,8232,0xcf20d98033a4d633252c7de21f8cbfacc62c394e,0x3a4c3f00d216fcc47ac8ef18efbfa8ad7e3cb92f,0xcf20d98033a4d633252c7de21f8cbfacc62c394e,0x3a4c3f00d216fcc47ac8ef18efbfa8ad7e3cb92f,15.0,47113.13565759661
0x996990118286552268bb59c6d2883feba4649503739cb8a9f15cad74a9b65b92,14470784,2022-03-27,12625,0xb73c6dd54f3d1723d7d76cf230175b9100c36915,0xf3dc27a890737d262079d71d488ee98f7abb177c,0xb73c6dd54f3d1723d7d76cf230175b9100c36915,0xf3dc27a890737d262079d71d488ee98f7abb177c,16.0,50254.011368103056
0x3afd9f8fa4025bb708133bad51b2a25ec800adf699f667579cb3b7383ff5b4e1,14470633,2022-03-27,13138,0x42f3f76ba5202d7a4c48fd428b5613c657689bcc,0x912ee2f9e2cf1330b1cb6c5636a556bb03141e20,0x42f3f76ba5202d7a4c48fd428b5613c657689bcc,0x912ee2f9e2cf1330b1cb6c5636a556bb03141e20,15.4269,48453.97549841181
0xa61c029d99dcf55d71cfa0c6e887d204bcbf7c764c88148ac1ab6c584faad284,14470508,2022-03-27,141,0x5cb68cd0d285a907b927a7db534d89718addfd86,0x4cbef3e46d62fa5387d222d191cd5aa50a46d163,0x5cb68cd0d285a907b927a7db534d89718addfd86,0x4cbef3e46d62fa5387d222d191cd5aa50a46d163,24.0,75381.01705215458
0x7c5f772bdf1f7192300238dd6337836a50b5107cdc8936633d5dc06b47f14353,14470407,2022-03-27,8637,0x1ad4fb4852d257987fd43613febe787f5535af47,0x394dd8a20b32b0eee872c6f65334fedf29dfdc22,0x1ad4fb4852d257987fd43613febe787f5535af47,0x394dd8a20b32b0eee872c6f65334fedf29dfdc22,14.95,46956.091872071294
0x25eabc25d934ac0be0dc92a924ade86b3b49eb788deffa7f18c3147f17627360,14470099,2022-03-27,16896,0x4cbef3e46d62fa5387d222d191cd5aa50a46d163,0x69de675918a5b4797566b02d1bcb50ac4151073b,0x69de675918a5b4797566b02d1bcb50ac4151073b,0x4cbef3e46d62fa5387d222d191cd5aa50a46d163,13.9,43658.17237603953
0x36670f4d585c38c614a97a05cf8f76242634552ed50c25e38d38d4a157e7fe6d,14469699,2022-03-27,13432,0x4cbef3e46d62fa5387d222d191cd5aa50a46d163,0xe39a4b4ee4164254b53eaa508024398e3d01af01,0x4cbef3e46d62fa5387d222d191cd5aa50a46d163,0xe39a4b4ee4164254b53eaa508024398e3d01af01,14.5,45542.69780234339
0x96b0c07515b4a235c333081396932903852b83e1ddbbed0d8e90d7c0b7999a2a,14469662,2022-03-27,8185,0xcf20d98033a4d633252c7de21f8cbfacc62c394e,0xbcc318818da64c0873078f856e5e30bd5c04d305,0xcf20d98033a4d633252c7de21f8cbfacc62c394e,0xbcc318818da64c0873078f856e5e30bd5c04d305,15.0,47113.13565759661
0xe4cacb6b10416a96fe9c48a5085e164ebbaeafe27b68b1ff694d201fae4be956,14469402,2022-03-27,18735,0x349eb07248bb533799516806f4a3b2594215ebc1,0xa5dee9b883ea0b6729bd95e707cf7be315ba44a2,0x349eb07248bb533799516806f4a3b2594215ebc1,0xa5dee9b883ea0b6729bd95e707cf7be315ba44a2,19.5,61247.0763548756
0xa3db350afe6a3b0565aa4477a133171d32137eeba1ca35e4b5b07f408798f9f8,14469339,2022-03-27,9582,0x17ce383a3cc60cd9a745edc610ddd809f51915fb,0x8755cd0a330b78b225ba1bf03f1b5f077964d81d,0x17ce383a3cc60cd9a745edc610ddd809f51915fb,0x8755cd0a330b78b225ba1bf03f1b5f077964d81d,15.0,47113.13565759661
0x6b515349b30e219a7fdf19340e1f5ad2bc2b356e1a71f58a08588a915ecc3c19,14469185,2022-03-27,7641,0xc670d2a9c2b7c4910160625323e747480aeae584,0x6ae61f9d7c3fd9938c6290e1cbf39c017662e488,0xc670d2a9c2b7c4910160625323e747480aeae584,0x6ae61f9d7c3fd9938c6290e1cbf39c017662e488,16.75,52609.668150982885
0xc19c0c5c3c13546f6f121c4e6a6edf644a20832d2dd6c0b227401ebc44f6b2a5,14468941,2022-03-27,6160,0x0dad981afa4ef7f4b2e09a3fb41323501f80c7e5,0x31231036ed51376a70b3824d7da1a4e036def5a4,0x31231036ed51376a70b3824d7da1a4e036def5a4,0x0dad981afa4ef7f4b2e09a3fb41323501f80c7e5,15.0,47113.13565759661
0x2995d5ef5d4d1eb3b5582f9e0ec878bd5b4ed40e08a43f6b277819f628672dbc,14468612,2022-03-27,5067,0x67eb0b7bbe5eec90b5c3d230954866b529116f68,0x7f9806b2ef99bf973bc12a487cac784b00730a11,0x67eb0b7bbe5eec90b5c3d230954866b529116f68,0x7f9806b2ef99bf973bc12a487cac784b00730a11,15.88,49877.10628284229
0x7870f22facca6fa68d48c1c14dd8640e1ef03ee7f4e4d12270b561029fffd87c,14467578,2022-03-27,8596,0x1ae6a4d3078b951438d1aa64de6c1e4e033913d6,0x581eeec38be03a9b14493bb486dfabfe2e49c59a,0x1ae6a4d3078b951438d1aa64de6c1e4e033913d6,0x581eeec38be03a9b14493bb486dfabfe2e49c59a,15.0,47113.13565759661
0x7afa3e3657297347c10da0664c6b5f25581f2a8c92d8467359115bf4e914b477,14467308,2022-03-27,15824,0x38a4d889a1979133fbc1d58f970f0953e3715c26,0x01bac761a19476f68956c9667671f13417a1071a,0x38a4d889a1979133fbc1d58f970f0953e3715c26,0x01bac761a19476f68956c9667671f13417a1071a,17.0,53394.8870786095
0xd6377b2dc304f3b0a88c7b2e1a33f8286dc193b00f9ea763c1c1d751742e4169,14467293,2022-03-27,4997,0x9699951cf6f7e6aadae4dba83bb06c5fd7585bf0,0x90ced271b72faaae3ed3a3644439dcb59e958fe5,0x9699951cf6f7e6aadae4dba83bb06c5fd7585bf0,0x90ced271b72faaae3ed3a3644439dcb59e958fe5,20.75,65173.17099300865
0xcae251d4c9bd92fad19704da4c90221e7339ddf226f250150a049065c94af661,14467270,2022-03-27,10225,0x5b00f3d1644ff3106248b2c50505a67abf31efff,0x8c8160d81693b54e605d528d5a474e3b9dabf794,0x5b00f3d1644ff3106248b2c50505a67abf31efff,0x8c8160d81693b54e605d528d5a474e3b9dabf794,15.5,48683.573512849835
0x6aa0a6377bc2397c6480b29a908b3704bcc88e6543a6198d3ca1d463c19cd7fe,14467021,2022-03-27,125,0x0e2aff7fdda255a5b710f910a9b8d727b25b9b2c,0xec7100abdbcf922f975148c6516bc95696ca0ef6,0x0e2aff7fdda255a5b710f910a9b8d727b25b9b2c,0xec7100abdbcf922f975148c6516bc95696ca0ef6,16.5,51824.44922335628
0x0d60e460f30eb156ca961202215fc2196736a05f9fdd96c97cdd9ea3da80a313,14467001,2022-03-27,7832,0x07cbd4e4473140b6078aa987907aaff5e500b9f1,0x3260c6bca1da6ccf380c1c99c7fee50115ed40c7,0x07cbd4e4473140b6078aa987907aaff5e500b9f1,0x3260c6bca1da6ccf380c1c99c7fee50115ed40c7,15.0,47113.13565759661
0x88a296c1e54afbb3cf0c896421e1fdaf4d616ddaa4fefb8c79b682ceada002a3,14466786,2022-03-27,12668,0x675ebc88bd62310a49762722fc0cf3a725c02e6e,0xe2c8f362154aace6144cb9d96f45b9568e0ea721,0x675ebc88bd62310a49762722fc0cf3a725c02e6e,0xe2c8f362154aace6144cb9d96f45b9568e0ea721,15.0,47113.13565759661
0x30ac35909cc96891e6b4639a88bf1ccb2eb5cf4229c153d365a7ecfca70fcf40,14466732,2022-03-27,14918,0x5ac7983a4faafbee0150a8bf8100960887f1b102,0x9bb1d0cfe96e22830079dad7d589bb011769ee51,0x5ac7983a4faafbee0150a8bf8100960887f1b102,0x9bb1d0cfe96e22830079dad7d589bb011769ee51,16.0,50254.011368103056
0x7e1e922e71a109ba2adb7d1b8f6a6be9de692c4e849f55981b52cd7b01b1b491,14466689,2022-03-27,2193,0x38a4d889a1979133fbc1d58f970f0953e3715c26,0xb358dc4d553a54c6efd2faeae7dee2b9361cab6b,0x38a4d889a1979133fbc1d58f970f0953e3715c26,0xb358dc4d553a54c6efd2faeae7dee2b9361cab6b,17.0,53394.8870786095
0xcaf833644f7f7282611f40af1b357a9c5450df8da4fe449a1d67ec7080acc928,14466410,2022-03-27,14976,0x9d4cd15587790d70e233d5317ee14345d115e08d,0x6b7c2bb13ac95b43be2685c20cf94680efee34fe,0x9d4cd15587790d70e233d5317ee14345d115e08d,0x6b7c2bb13ac95b43be2685c20cf94680efee34fe,17.0,53394.8870786095
0x16618c4348f6bde9910f05f7fccf72238b3b36f7e412c4764b465f28793e93b8,14466386,2022-03-27,4514,0x99b476d2d2a1d13b81454a11c81ab8211b18902d,0x3311218df25cb20b2b994a94745a650ac815fb2f,0x99b476d2d2a1d13b81454a11c81ab8211b18902d,0x3311218df25cb20b2b994a94745a650ac815fb2f,45.5,142909.84482804307
0x7e9bd681f544f6861bc2a6c95b4f9f32ec2a2ed805aa13b3b41dba2b374971ca,14466336,2022-03-27,9667,0x01bac761a19476f68956c9667671f13417a1071a,0x3311218df25cb20b2b994a94745a650ac815fb2f,0x01bac761a19476f68956c9667671f13417a1071a,0x3311218df25cb20b2b994a94745a650ac815fb2f,20.0,62817.51421012882
0x173d1dec13627670691f624120ffb916a6c18a165dd1c1d84d4a091923c03fb7,14466308,2022-03-27,3895,0xa6b2af45a4f255c0ab1324c5adfc379634bffcdb,0x7f9806b2ef99bf973bc12a487cac784b00730a11,0xa6b2af45a4f255c0ab1324c5adfc379634bffcdb,0x7f9806b2ef99bf973bc12a487cac784b00730a11,15.45,48526.52972732451
0x64941d9f2dd2106456c6917ff4cedfe56fb487096505a81fe0b6ecbfea8f1664,14466296,2022-03-27,2974,0x9bb1d0cfe96e22830079dad7d589bb011769ee51,0x3311218df25cb20b2b994a94745a650ac815fb2f,0x9bb1d0cfe96e22830079dad7d589bb011769ee51,0x3311218df25cb20b2b994a94745a650ac815fb2f,21.0,65958.38992063527
0xfb7dd5f89f54ea6c050fec9be5313db814c7f418ade6f2fc859e28ddbeb3f9a8,14466293,2022-03-27,1457,0xc096d12ba884bba6888955b5013cb92b4ab19806,0x8d286c2b4a09b877781aa500a3eba5a4d14fb7eb,0x8d286c2b4a09b877781aa500a3eba5a4d14fb7eb,0xc096d12ba884bba6888955b5013cb92b4ab19806,23.0,72240.14134164814
0xf85225a2f4be39cee83d2496813ff3063c9624c68d2ba9976fd34016ca8c881a,14466145,2022-03-27,11417,0x0a7399946d81717c39380667ba2f24bcb7b71fe6,0xda40997508647965e66c0eb16b245fad91f2989a,0x0a7399946d81717c39380667ba2f24bcb7b71fe6,0xda40997508647965e66c0eb16b245fad91f2989a,17.0,53394.8870786095
0xc7b4a37ed518c2744db37052f2edbf2ccd113d4b932fff1c50fb31dbb811c40d,14465831,2022-03-27,139,0xe18a94a1e60903b1ec39d9104bed27d9a73ad9e2,0x7dd711c04e7426bda145aea0635e79e8fbbd8fbc,0xe18a94a1e60903b1ec39d9104bed27d9a73ad9e2,0x7dd711c04e7426bda145aea0635e79e8fbbd8fbc,24.8,77893.71762055974
0x55264f6d4986848da3f46b8a95723c746edc691c55f436312fbf00451e07af3c,14465785,2022-03-27,4346,0xca3c6fdac0198981509727032434edb45fd008de,0x1fdc57d80403ad9587666763d168affdfbc60279,0xca3c6fdac0198981509727032434edb45fd008de,0x1fdc57d80403ad9587666763d168affdfbc60279,16.83,52860.9382078234
0xe472255ebc98427c512c6fcf654647be4f464f45aff757fe9e7abfb41a8979c0,14465638,2022-03-27,13815,0x7dd711c04e7426bda145aea0635e79e8fbbd8fbc,0xde041eeb79237d066b7478b7e97b8ef4675fb8a4,0x7dd711c04e7426bda145aea0635e79e8fbbd8fbc,0xde041eeb79237d066b7478b7e97b8ef4675fb8a4,14.9,46799.04808654597
0x3701204e646ab2e66b0c8f1adfd8b88cdbb4280d22a24bffc1f2beb4e380500c,14465634,2022-03-27,3048,0xa6b2af45a4f255c0ab1324c5adfc379634bffcdb,0xcd615ce7e330089bc49a7aa2547f9e8b3d7fb7ea,0xa6b2af45a4f255c0ab1324c5adfc379634bffcdb,0xcd615ce7e330089bc49a7aa2547f9e8b3d7fb7ea,15.1,47427.22322864726
0x09eb48767c408ce1e4a8ed2f096cd46b81edb5737b6581378f74037c8d2616ea,14465499,2022-03-27,8218,0xf92d1b64b01898ac22e450c301e61be4cd0bfcc0,0x27ab18c080158f3710fc82e1fac48d4fc9a7a72a,0xf92d1b64b01898ac22e450c301e61be4cd0bfcc0,0x27ab18c080158f3710fc82e1fac48d4fc9a7a72a,15.0,47113.13565759661
0x865db17036a085df646922546732bd4764018d721b09ed5c2d4f1db426030f7c,14465394,2022-03-27,18789,0x38a4d889a1979133fbc1d58f970f0953e3715c26,0x1e6c02d4f25dff92b8355abbac1b9522e0a7e8e9,0x38a4d889a1979133fbc1d58f970f0953e3715c26,0x1e6c02d4f25dff92b8355abbac1b9522e0a7e8e9,14.8,46484.96051549533
0x216bb0f42cede6767285de69709181383bb10867e281c4a0d47eb84812feab67,14465349,2022-03-27,2677,0x7888f2a53639bfd411dd8cee1912ab924e1cdff2,0x1322e7a68935f6099f83d2b6b3e6f7bae3f98888,0x1322e7a68935f6099f83d2b6b3e6f7bae3f98888,0x7888f2a53639bfd411dd8cee1912ab924e1cdff2,12.838100099999998,40322.876773140306
0x656d50091daf6ab35140ba8b3fba0a7fa5723df3a21f37bb078864a5846f7877,14465152,2022-03-27,17999,0x06cbc7e893c76ae2799020c62ca6e7621f775207,0xd758bf1da4b9683454b97988175aa6f9419c2b39,0xd758bf1da4b9683454b97988175aa6f9419c2b39,0x06cbc7e893c76ae2799020c62ca6e7621f775207,18.1195875,56911.372263146135
0x89e06388c3a906d1b2c0bf7b2bf793a47b38111259edb5144c4287790d092a94,14464907,2022-03-26,3181,0x6278949c0bf7c26c9f0a6ed797530f7d069bbc5a,0x1f4d23b9f1e368af1c901319f328ec4547aa845a,0x6278949c0bf7c26c9f0a6ed797530f7d069bbc5a,0x1f4d23b9f1e368af1c901319f328ec4547aa845a,16.42,51001.70312928578
0x59b37295e8f145a01c49ca5388a72424bf7ba6ac94b1d19474a31ca62a7d79e4,14463881,2022-03-26,1048,0x3d43dc592fe9d84d1c65c8b0332a333cec8d3427,0x6daf4cf7943101f4471dd5b84a8f1209c8ca7946,0x3d43dc592fe9d84d1c65c8b0332a333cec8d3427,0x6daf4cf7943101f4471dd5b84a8f1209c8ca7946,14.5,45038.04478530108
0xd8e35fbea8d565d62c7fb8ab20e8886c1e64114c71d06e5523e6b4acf925f61c,14463862,2022-03-26,1082,0x3bf3bc2d3c7a7cba95f9e45402808e1e1e933af3,0x938ea29ca8e7577a7917660ce21f2a652def3f1c,0x3bf3bc2d3c7a7cba95f9e45402808e1e1e933af3,0x938ea29ca8e7577a7917660ce21f2a652def3f1c,15.99,49666.092145997536
0x867b68887bfcf2789c9fd78c297e65b2f7ebaf602197e3cfa3d1f09d1b837991,14463759,2022-03-26,17402,0x64efd67835b382f0e65ab20b343305af254f94e7,0xce360a7dc00cdfb5c93c5376eacf3b6615c0ddd4,0x64efd67835b382f0e65ab20b343305af254f94e7,0xce360a7dc00cdfb5c93c5376eacf3b6615c0ddd4,16.0,49697.15286653912
0x77228625d89d8a2b36d7c4d3b7b500ba8519c45d2c691393866d00e310cdf7a9,14463743,2022-03-26,18736,0x349eb07248bb533799516806f4a3b2594215ebc1,0xb37c9d157030a74aaa6d58b891f25d78e61e5b4c,0x349eb07248bb533799516806f4a3b2594215ebc1,0xb37c9d157030a74aaa6d58b891f25d78e61e5b4c,14.99,46560.020091838844
0xf4712f4e14c40aad54a3918c455d27dbc1c417c988278f77a4496a8f6da65a54,14463641,2022-03-26,1739,0x909b22a2dcee2b32d4404b40339c29e32439b7a2,0x1aa2581b20ecbc8eb710aef0c5b07a5861c84409,0x909b22a2dcee2b32d4404b40339c29e32439b7a2,0x1aa2581b20ecbc8eb710aef0c5b07a5861c84409,16.5,51250.18889361847
0x04b9035f062708bacec5adec2f7b44e3e4932ce610151a972ada885e2085f948,14463509,2022-03-26,8616,0x1ad4fb4852d257987fd43613febe787f5535af47,0xd7c318e9f9129239f6ba4e10994137113dcf6244,0x1ad4fb4852d257987fd43613febe787f5535af47,0xd7c318e9f9129239f6ba4e10994137113dcf6244,14.98,46528.95937129726
0x13cd9312a2a4164a9856cae4165d77a24f9ad0d4566d020ef596681ca6447014,14463465,2022-03-26,17432,0x3109c5265cdeb23a806a7db74e59f476d7e5fd77,0x59f0d84822bd25afe4b95bd76cbe86d48643a72b,0x3109c5265cdeb23a806a7db74e59f476d7e5fd77,0x59f0d84822bd25afe4b95bd76cbe86d48643a72b,15.0,46591.08081238043
0x3289666e70884721d933c196f7f6f152488618632bb2e4a9122ef3983dd826e6,14463437,2022-03-26,7732,0x07cbd4e4473140b6078aa987907aaff5e500b9f1,0xab928bf135da6bc58d63719a86fd80f1df282f0f,0x07cbd4e4473140b6078aa987907aaff5e500b9f1,0xab928bf135da6bc58d63719a86fd80f1df282f0f,16.0,49697.15286653912
0x3a773544f42cd270a1b515f9cfbb6656e582ced33fcb31f24a4ae38fe43f4d02,14463436,2022-03-26,13470,0x64efd67835b382f0e65ab20b343305af254f94e7,0xbbc92cc8c8b73daaedfec30c01dad525f52b7c29,0x64efd67835b382f0e65ab20b343305af254f94e7,0xbbc92cc8c8b73daaedfec30c01dad525f52b7c29,14.5,45038.04478530108
0x14a1785968bb894492a2eb1ea624765b4498084d1ce93a22c86264eff5534a19,14463431,2022-03-26,15970,0x349eb07248bb533799516806f4a3b2594215ebc1,0xab928bf135da6bc58d63719a86fd80f1df282f0f,0x349eb07248bb533799516806f4a3b2594215ebc1,0xab928bf135da6bc58d63719a86fd80f1df282f0f,15.88,49324.424220040084
0x1485ccc8e35b575bf885c9930dacc42894fa3c7b823bbad6b7ccb2251729cc2d,14463397,2022-03-26,3858,0xc643761c7485de0991858d63b151059cb94d238c,0x9c19503c62b533b690aa4928c0dd75d4c0b02590,0xc643761c7485de0991858d63b151059cb94d238c,0x00000000a50bb64b4bbeceb18715748dface08af,17.0,52803.224920697816
0x082012c8e9f64374fe1b66fd568ff43af9b13f814fd5e0e0afe1e64e3d1794c0,14463182,2022-03-26,717,0xa48c2504a374217686e5aa1d29e43c584fd2a0c9,0x6c9f7e70e5fff82f39ce977754d7bc1efcccc927,0xa48c2504a374217686e5aa1d29e43c584fd2a0c9,0x6c9f7e70e5fff82f39ce977754d7bc1efcccc927,15.0,46591.08081238043
0xd2bacfec6fcda8789b2bfe470485dd7a7e4a23ef9dda4729862de216a7ce70f8,14463010,2022-03-26,13581,0x6b7c2bb13ac95b43be2685c20cf94680efee34fe,0x25f97e803dbc7d3830737b62e2d3b502a2f4ee6a,0x25f97e803dbc7d3830737b62e2d3b502a2f4ee6a,0x6b7c2bb13ac95b43be2685c20cf94680efee34fe,18.0,55909.296974856516
0x38a4447a034463b604833193969bea33e5ceecac74207f48547746c18e104757,14462890,2022-03-26,17293,0x43ea96efd4ff302e682c29bfc3ea9b31383a59bd,0x88b1c7f928ade64b16775ac9d85fab3463acd803,0x43ea96efd4ff302e682c29bfc3ea9b31383a59bd,0x88b1c7f928ade64b16775ac9d85fab3463acd803,16.69,51840.34258390863
0xaf16abd8851b9d910676a860668b2b9c4e5fb5e78fb8866d9c7b1a2f697b8ce6,14462481,2022-03-26,5510,0xfeff0607288aadacda5f93b0813ecc67a1af714c,0x7f9806b2ef99bf973bc12a487cac784b00730a11,0xfeff0607288aadacda5f93b0813ecc67a1af714c,0x7f9806b2ef99bf973bc12a487cac784b00730a11,15.99,49666.092145997536
0x74c8fef446d348fdaccb0b60255c3ad1c44d241dac8eee5f45f063d9ff9e1e5c,14462464,2022-03-26,13487,0x0e8dd3c54c011621ff1ad36d0fd2f3934a616a05,0x79a4cd2d8eb2495960a7ecd74c41a8f7e5c134dd,0x79a4cd2d8eb2495960a7ecd74c41a8f7e5c134dd,0x0e8dd3c54c011621ff1ad36d0fd2f3934a616a05,16.0,49697.15286653912
0x7f19f0f58a8fcd506cf12d6c0573831b434c261049ce30ca817b2b0dde2048f8,14462461,2022-03-26,3304,0xa7388e48604c88c561bad10b1222b1e125dc7f85,0xead2b8ee2a2d0c5e99f7808d37f2ee57877ad2de,0xa7388e48604c88c561bad10b1222b1e125dc7f85,0xead2b8ee2a2d0c5e99f7808d37f2ee57877ad2de,14.85,46125.17000425662
0x657aa1775029b8f40771ca381b0a042adf2aa488b26ac1f6d0ae340b89d9e1be,14462420,2022-03-26,17046,0x3db30b837c8fd8fbcc12176811ad0a9395f651af,0xead2b8ee2a2d0c5e99f7808d37f2ee57877ad2de,0x3db30b837c8fd8fbcc12176811ad0a9395f651af,0xead2b8ee2a2d0c5e99f7808d37f2ee57877ad2de,21.8,67712.37078065956
0xefeb70cd638990d54353edf50c8486beda18d17429cefd52a85a9fd546a6a688,14461465,2022-03-26,4090,0x86ecec6198968f52d6d25fa7f557c89eab530316,0x51227172110ae95d1e3940bd56bab9d3835fb8b8,0x86ecec6198968f52d6d25fa7f557c89eab530316,0x51227172110ae95d1e3940bd56bab9d3835fb8b8,14.98,46528.95937129726
0x6748b49aba60d35663cc3f3919a8abfdba73825cf8373582e20e965570d27451,14461060,2022-03-26,11785,0x5357feae4b8528dc1f889657980877781967080d,0x01208e4127fea5cd8c371e7d844982506f2a2a31,0x5357feae4b8528dc1f889657980877781967080d,0x01208e4127fea5cd8c371e7d844982506f2a2a31,16.111,50041.92686455074
0x4b50c28631ea62306c5a9f0f515dc113df7ebc7bd05909c30516ccc0fbb75dab,14460433,2022-03-26,16311,0x1de787506e4360b76e4a697fc53ca1548cbc2a21,0xdda5d3633614ce4c92b021736ceda4b766fd139b,0xdda5d3633614ce4c92b021736ceda4b766fd139b,0x1de787506e4360b76e4a697fc53ca1548cbc2a21,32.0,99394.30573307825
0xc241acff07e0e94e9d901893d99cb87bf236ab4b1aa7078f37389e892b891e24,14460278,2022-03-26,12666,0x79a4cd2d8eb2495960a7ecd74c41a8f7e5c134dd,0x94f6256a1627a50b8d0094f452a5666c0ef71ae9,0x94f6256a1627a50b8d0094f452a5666c0ef71ae9,0x79a4cd2d8eb2495960a7ecd74c41a8f7e5c134dd,21.5,66780.54916441195
0xe271e6717186ba3da1105388be0fac34ba43dc6c9fbdf75963267394992ba19a,14460153,2022-03-26,13980,0x029d1880e8183dc265a7eb2cb4ef60f5b26dca62,0xb78d9c405dc594fd83710489add09117e2433dd6,0x029d1880e8183dc265a7eb2cb4ef60f5b26dca62,0xb78d9c405dc594fd83710489add09117e2433dd6,69.42,215623.52199969662
0x268292ded2ee0bac3519606716df4c67661e408f4fcaf715b4252f512699ac8c,14459815,2022-03-26,9547,0xa6b2af45a4f255c0ab1324c5adfc379634bffcdb,0xafb2bdecafec778923cc9058c9642565b2999a29,0xa6b2af45a4f255c0ab1324c5adfc379634bffcdb,0xafb2bdecafec778923cc9058c9642565b2999a29,15.0,46591.08081238043
0xf01fd273c5270436982fa43eafc02434ea71b0cced4518fd56311a84ab021d6e,14459812,2022-03-26,13512,0x34cbabb986e317c9f12015143194ffac2d6736bd,0xddf767f258adf0af89896621349cadcf8722f771,0x34cbabb986e317c9f12015143194ffac2d6736bd,0xddf767f258adf0af89896621349cadcf8722f771,16.48,51188.067452535295
0x63aa801b6da8dcfbe66d182fec40c63b1446c1340cc499628d2278ae800c80ff,14459794,2022-03-26,11380,0xb11be8293b6d191487327e9a54d2ab1331323410,0x6d4d2d3fa953ab2bd747e1fda8fd44555ee97942,0xb11be8293b6d191487327e9a54d2ab1331323410,0x6d4d2d3fa953ab2bd747e1fda8fd44555ee97942,16.0,49697.15286653912
0x56ad32ad594a7401871f19039b7540b692937e4c910298d8a41e7a4fa37e52b5,14459738,2022-03-26,5595,0xd70bc4c03154a1babfcc55d792f4c6dde4272063,0x0b7a0e9f0886f180c938321cea790f31752cb3fd,0xd70bc4c03154a1babfcc55d792f4c6dde4272063,0x0b7a0e9f0886f180c938321cea790f31752cb3fd,16.0,49697.15286653912
0xc039846bfb67f407ba3911e9563d21089cae4d72a8482afecc31efdb4e229988,14459658,2022-03-26,8776,0x1ad4fb4852d257987fd43613febe787f5535af47,0x6c9f7e70e5fff82f39ce977754d7bc1efcccc927,0x1ad4fb4852d257987fd43613febe787f5535af47,0x6c9f7e70e5fff82f39ce977754d7bc1efcccc927,14.98,46528.95937129726
0x52feae7aad7bcad7f83268a3ec7bf909cec89d8b94163e26fbb23b303e5edfca,14458557,2022-03-26,10772,0x0ce6593ab499c601da02fc7881ba0db5950b14d0,0x8c950d7d6af8dba5e084fc48fa9fcd2272e87b01,0x0ce6593ab499c601da02fc7881ba0db5950b14d0,0x8c950d7d6af8dba5e084fc48fa9fcd2272e87b01,15.9,49386.54566112326
0x827cc6177712c940f6a92543eed1af86e23dee05032051708a3fa3f498bdd4d7,14458258,2022-03-25,5968,0xf112107519d100d91fd244459aeb2072f1625dc0,0x9c0868a6b96ecac9d48584b0be0944fefd268496,0xf112107519d100d91fd244459aeb2072f1625dc0,0x9c0868a6b96ecac9d48584b0be0944fefd268496,14.0,43493.198330189145
0x493dc4debc621b8263310d65742a9e8824be7363d2e63fb34f59ce3a7742465c,14458111,2022-03-25,17138,0xc403a37ddde795f49227916ed774c0af0dddf572,0xee5c09b8c15c30dbe064040107d9e14f709eb801,0xee5c09b8c15c30dbe064040107d9e14f709eb801,0xc403a37ddde795f49227916ed774c0af0dddf572,15.25,47376.51960967032
0xc82a60f0935d8e53d609dd86a73ca392e09114484e369cf43d3c37fa4578b26a,14458060,2022-03-25,18705,0x349eb07248bb533799516806f4a3b2594215ebc1,0x5afbb53859d3b62da694e60753c3b599dfe2ff40,0x349eb07248bb533799516806f4a3b2594215ebc1,0x5afbb53859d3b62da694e60753c3b599dfe2ff40,17.5,54366.497912736435
